author_name	author_birth	author_death	Count
Moon, Man	NA	NA	  2
Well willer To Peace And Truth	NA	NA	  2
English Covenanter	NA	NA	  2
Victor Verity	NA	NA	  2
Oxford, Wendy	NA	NA	  2
True Friend And Lover Of Those Powers And Magistrates That Be Of God	NA	NA	  2
Horton, Thomas	NA	1649	  2
Glemham, Thomas	NA	1649	  2
Gifftheil, Ludwig Friedrich	NA	1661	  2
Fleetwood, Charles	NA	1692	  2
Servant Of The Common Wealth Of England And A Lover Of The Armie	NA	NA	  2
More, William	NA	NA	  2
Alleyn, Thomas	NA	NA	  2
Democritus Natu Minimus	NA	NA	  2
Faithfull Sonne Of The Late Flourishing Church Of England	NA	NA	  2
Most Learned Lawyer	NA	NA	  2
Reverend Divine	NA	NA	  2
O	NA	NA	  2
Bostock, Robert	NA	1656	  2
Claro-vado, Ed De	NA	NA	  2
Webbe, Thomas	NA	NA	  2
Payne, George	NA	NA	  2
Busher, Leonard	NA	NA	  2
Dell, William	NA	1664	  2
Warren, Elizabeth	NA	NA	  2
Scudamore, Barnabas	NA	1658	  2
Mercurius Britanicus	NA	NA	  2
Okeham, William	NA	NA	  2
Bizardière, La	NA	NA	  2
Rogers, William	NA	1709	  2
Whitaker, Edward	NA	NA	  2
Browne, Edward	NA	NA	  2
Gentleman At St Germains	NA	NA	  2
Bacon, Robert	NA	NA	  2
Chillenden, Edmund	1656	NA	  2
Quatermayne, Roger	NA	NA	  2
Ames, Richard	NA	1693	  2
Samuel	NA	NA	  2
Killam, Margaret	1672	NA	  2
Sanders, Edward	NA	NA	  2
Plessington, William	NA	1679	  2
Cradocke, Francis	NA	1670	  2
Comyne, Eustace	NA	NA	  2
Herault, Louis	NA	NA	  2
Sadler, Anthony	1610	NA	  2
Thomas, John	NA	NA	  2
Fitzgerald, David	NA	NA	  2
Abercromby, David	1702	NA	  2
Orme, Thomas	NA	1716	  2
Andrewes, R	NA	NA	  2
Deageant, Guichard	NA	1645	  2
Besongne, Nicholas	NA	1697	  2
Eye witnesse	NA	NA	  2
Dallison, Charles	NA	1669	  2
Civicus, Mercurius	NA	NA	  2
Struys, Jan Janszoon	NA	1694	  2
Castell, William	NA	1645	  2
Mason, Robert	1789	NA	  2
Gardiner, Ralph	1625	NA	  2
Malkin, G	NA	NA	  2
Learned Pen	NA	NA	  2
Salmon, Joseph	NA	NA	  2
Well wisher To The King And Kingdom	NA	NA	  2
Burridge, Richard	1670	NA	  2
Hutchinson, Richard	NA	NA	  2
Hodgson, John	NA	1684	  2
Novell, John	NA	NA	  2
Ashton, John	NA	1691	  2
Garbutt, Richard	NA	NA	  2
Hunton, Samuel	NA	NA	  2
Lady Of Quality	NA	NA	  2
Elslyott, Thomas	NA	NA	  2
Fowke, John	NA	1662	  2
Presbyter Of The Church Of England	NA	NA	  2
J	NA	1665	  2
Le White, Thomas	NA	NA	  2
Dalton, Michael	NA	1648	  2
Gower, Stanley	NA	NA	  2
Saxon, Thomas	NA	NA	  2
Copley, Lionel	NA	NA	  2
Montgomery, James	NA	1694	  2
Augustine, Bishop Of Hippo	NA	NA	  2
Holloway, James	NA	1684	  2
Skippon, Philip	NA	1660	  2
Philanglus	NA	NA	  2
Minister Of The Church Of England	NA	NA	  2
Conset, John	NA	1673	  2
Beale, Thomas	NA	NA	  2
Heydon, J	NA	NA	  2
Winyard, Thomas	NA	NA	  2
Battie, John	NA	NA	  2
Paget, Thomas	NA	1660	  2
Barry, John	NA	NA	  2
Touchet, Anselm	NA	1689	  2
Barber, Edward	NA	1674	  2
Lockier, Robert	NA	1649	  2
Speed, Thomas	1623	NA	  2
Felton, Edmond	NA	NA	  2
Traquair, John Stewart	NA	1659	  2
Chestlin	NA	NA	  2
Brooks, Francis	NA	NA	  2
Olero, Mac	NA	NA	  2
Hawkins, Thomas	NA	NA	  2
Austin, William	1662	NA	  2
Pigot, John	NA	NA	  2
Zosimus	NA	NA	  2
Philips, Robert	NA	1650	  2
Booth, William	NA	NA	  2
Ronsgore, John	NA	NA	  2
Procopius	NA	NA	  2
Steuart, Adam	NA	NA	  2
Crysly, James	NA	NA	  2
Collop, John	NA	NA	  2
Pickering, Robert	NA	NA	  2
Benson, Gervase	NA	1679	  2
Worthy Gentleman	NA	NA	  2
Du Cros, Simon	NA	NA	  2
Dring, Thomas	NA	NA	  2
Buck, George	NA	1623	  2
Pointz, John	NA	NA	  2
Lactantius	NA	NA	  2
Holborne, Robert	NA	1647	  2
Dammee, Agamemnon Shaglock Van	NA	NA	  2
Harcourt, Daniel	NA	NA	  2
Brimpahir, George	NA	NA	  2
Richard, Thomas	NA	NA	  2
Carswell, Francis	NA	1709	  2
Learned And Reverend Divine	NA	NA	  2
Whittle, Seth	NA	NA	  2
Macnamara, John	NA	NA	  2
Ashby, John	NA	1693	  2
Clergy man	NA	NA	  2
Beaumont, John	NA	NA	  2
Palmer, Thomas	1620	NA	  2
Gailhard, J	NA	NA	  2
Cellier, Elizabeth	1680	NA	  2
Honourable Member Of The House Of Commons	NA	NA	  2
Middleton, Thomas	1586	NA	  2
Naylier, John	NA	NA	  2
Gumble, Thomas	NA	1676	  2
Officer In The Town	NA	NA	  2
True hearted Well wisher To Great Brittanes Happinesse	NA	NA	  2
Cole, John	NA	NA	  2
Derham, Robert	NA	NA	  2
Younge, Richard	NA	NA	  2
Bourchier, John	NA	1660	  2
Shones, Shon Ap	NA	NA	  2
Touchstone, Timothy	NA	NA	  2
Cocceianus, Cassius	NA	NA	  2
Gentleman Of The Communion Of The Church Of England	NA	NA	  2
Smith, Humphrey	NA	1663	  2
Davis, John	NA	NA	  2
Flecknoe, Richard	NA	1678	  2
Tyler, Alexander	NA	NA	  2
Foster, Henry	NA	NA	  2
Byfield, Adoniram	NA	1660	  2
He That Prayeth/studieth The Peace Of The King/kingdome	NA	NA	  2
Broë, S De	NA	NA	  2
Author Of The Magpies	NA	NA	  2
Puritanomastix Antibrownistus	NA	NA	  2
Alexander, John	NA	NA	  2
Shute, Giles	1651	NA	  2
Grebner, Paul	NA	NA	  2
Moore, Andrew	NA	NA	  2
Sanders, Jonathan	NA	NA	  2
King, Daniel	NA	1664	  2
Kirle, Robert	NA	NA	  2
Pelling, Edward	NA	1718	  2
Hawke, Michael	NA	NA	  2
Wharton, Edward	NA	1678	  2
Carol, James	NA	NA	  2
Chappell	NA	NA	  2
Lawson, Deodat	NA	NA	  2
Hammond, John	NA	1707	  2
Poor Robin	NA	NA	  2
Honorable Member Of The House Of Commons	NA	NA	  2
Anderton, William	NA	1693	  2
Avery, J	NA	NA	  2
Shadforth, Thomas	NA	NA	  2
Person Of Worth	NA	NA	  2
Robinson, John	NA	1723	  2
Plantagenet, Beauchamp	NA	NA	  2
Hausted, Peter	NA	1645	  2
Woofe, Abraham	NA	NA	  2
Withall, Benjamin	NA	NA	  2
Nugent, Edward	NA	NA	  2
Pérez, Antonio	NA	1611	  2
Bourne, Henry	1793	NA	  2
Barrow, John	NA	NA	  2
Baliol, Margaret	NA	NA	  2
Fitzpatrick, Dorothy	NA	1733	  2
Mapas, John	NA	NA	  2
Bellew, Thomas	NA	NA	  2
Roch, James	NA	NA	  2
Mitchell, Joseph	1706	NA	  2
Tilly, Nicolas De Koning	NA	NA	  2
Polesworth, Humphry	NA	NA	  2
Ferrière, Claude Joseph De	NA	1748	  2
Juniper, J	NA	NA	  2
Tufton, Sackville	NA	1721	  2
Planter, Grenada	NA	NA	  2
Crawford, Charles	1752	NA	  2
Colborne, Robert	1753	NA	  2
Macallester, Oliver	NA	NA	  2
Briton	NA	NA	  2
Philotheos	NA	NA	  2
Robinson, James	1739	NA	  2
Forman, Charles	1728	NA	  2
Arnold, Charles Henry	NA	NA	  2
Aratus	NA	NA	  2
Whately, Thomas	NA	1772	  2
Brauer, Christoph Friedrich	NA	1782	  2
Clarendon, Hugh	NA	NA	  2
Steel, David	NA	NA	  2
Zerubbabel, Zaphnaphpaaniah	NA	NA	  2
Blanch, John	1650	NA	  2
Winterfield	NA	NA	  2
Honourable Hand	NA	NA	  2
Proprietor	NA	NA	  2
Wright, Thomas	NA	NA	  2
Hall, Fayrer	NA	NA	  2
Baker, Samuel	NA	NA	  2
Sawyer, Edmund	NA	1759	  2
Watson-taylor, George	NA	1841	  2
Mackenzie, Anna Maria	NA	NA	  2
Philanthropos	NA	NA	  2
James, Charles	NA	1821	  2
Boutet, Claude	NA	NA	  2
Drevon, I F Henry	NA	NA	  2
Hatton, Edward	1664	NA	  2
Kane, Richard	1737	NA	  2
Bergasse, Nicolas	NA	NA	  2
Palaeophilus Anglicanus	NA	NA	  2
Discussed', Author	NA	NA	  2
Officer Present At The Expedition To Carthagena	NA	NA	  2
Walker, Joseph C	NA	1810	  2
King, John	NA	NA	  2
Baston, Thomas	NA	NA	  2
Morgan, Thomas	NA	1743	  2
Grove, Joseph	NA	1764	  2
Wallace	NA	1803	  2
Justice, Alexander	NA	NA	  2
Perry, William	NA	1757	  2
Crowe, William	NA	1743	  2
Julian	NA	NA	  2
Member Of The Irish Legislature	NA	NA	  2
Williams, Joseph	NA	NA	  2
One Of The People	NA	NA	  2
Pictet, François Pierre	NA	NA	  2
Farmer And Trader	NA	NA	  2
Member Of The Honourable Society Of Lincoln's Inn	NA	NA	  2
Taylor, George	NA	NA	  2
M D L T	NA	NA	  2
Saint-vallier, Joly	NA	NA	  2
West country Clothier	NA	NA	  2
Hancocke, John	NA	1728	  2
Stephens, Thomas	1759	NA	  2
Orr, Robert	NA	NA	  2
One Of The 'swinish Multitude'	NA	NA	  2
Loftus, Smyth	1707	NA	  2
Blenman, Jonathan	NA	NA	  2
Gillan, John	NA	1735	  2
Barrister At Law	NA	NA	  2
Tone, William Henry	NA	1802	  2
Shelburne	NA	NA	  2
Officer In The King's Army	NA	NA	  2
Tod, T	1781	NA	  2
Lyster, Thomas	NA	NA	  1
Thorne, Tom	1792	NA	  1
Dell, Jonas	NA	1665	  1
Keyser, Jan	NA	NA	  1
Scot, George	1776	NA	  1
O'ferrall, James	1752	NA	  1
Johnson, James	NA	NA	  1
Cox, Daniel	NA	1759	  1
Williams, Walter	1690	NA	  1
Duyckinck, Gerardus	NA	NA	  1
Armstrong, Francis	1786	NA	  1
Goring, Henry	NA	NA	  1
Veneer, John	NA	NA	  1
Miles, Henry	NA	NA	  1
Blakeway, Robert	1689	NA	  1
Dundas, Ralph	NA	NA	  1
Shrenock, John	NA	NA	  1
Calcott, William	NA	NA	  1
Moorhouse, Michael	NA	NA	  1
Newsbooks Numbered And Dated Newsbooks	NA	NA	  1
Pinnell, Matthew	NA	NA	  1
Henry	NA	NA	  1
Burdus, Thomas	NA	1748	  1
Adams, Francis	NA	NA	  1
Riddel, Alexander	NA	NA	  1
La Croix, Joh Friedrich Guillus	NA	NA	  1
Neild, Robert	NA	NA	  1
Author Of An Appeal To The Good Sense Of The Higher And Wealthy Orders Of The People	NA	NA	  1
Coxe, H H	1792	NA	  1
Well wisher To His Country	NA	NA	  1
Zadock	NA	NA	  1
Cooper, W D	NA	NA	  1
Saunders, Edmund	NA	1683	  1
Vincent, Nicholas	NA	NA	  1
Brown, James	NA	NA	  1
Alexander, A	NA	NA	  1
Cooper, Oliver St John	NA	NA	  1
Fernández Navarrete, Domingo	NA	1689	  1
Herries, John	NA	NA	  1
Palinurus	NA	NA	  1
Roye, Jean De	NA	NA	  1
Roddam, Robert	NA	NA	  1
Watts, Richard	NA	NA	  1
Craven, Charles	NA	NA	  1
Doublet, Jacques	1625	NA	  1
Simson, Thomas	NA	NA	  1
Anderson, James	1589	NA	  1
Davidson, William	1741	NA	  1
Crawford, Matthew	1733	NA	  1
Pyle, Robert	NA	NA	  1
O'connor, Dermod	NA	NA	  1
Glenn, John	NA	NA	  1
Ministre D'etat	NA	NA	  1
Sanat, De	NA	NA	  1
Meidel, C	NA	NA	  1
Norton, Jone	NA	NA	  1
Rochead, Thomas	NA	NA	  1
Stirling, Mungo	NA	1712	  1
Hay, James	NA	NA	  1
Row, John	NA	NA	  1
Napier, William	NA	NA	  1
Irvine, John	NA	NA	  1
Happer, Thomas	NA	NA	  1
Officier Général	NA	NA	  1
Joynes, Clement	NA	NA	  1
Brook, Chidley	NA	NA	  1
Dotten, John	NA	NA	  1
Frame, Richard	NA	NA	  1
Predestinarian	NA	NA	  1
Cotton, Rowland	NA	NA	  1
Candidus	NA	NA	  1
Commonwealth	NA	NA	  1
Freeholder, King's	NA	NA	  1
Legion	NA	NA	  1
Aubry, Charles Philippe	NA	1770	  1
Sincere Friend To Both Countries	NA	NA	  1
Hyperbole Aliquis	NA	NA	  1
Mahy, Guillaume François	NA	NA	  1
Stow, Joseph	NA	NA	  1
Tanguy De La Boissière, C C	NA	1799	  1
Man Of Truth	NA	NA	  1
Power, Alexander	NA	NA	  1
Jingle, Bob	NA	NA	  1
Hale, Thomas	NA	NA	  1
Heskith, Thomas	NA	NA	  1
Mcclenachan, William	1714	NA	  1
Hewes, Joseph	NA	NA	  1
Guirey, William	NA	NA	  1
Grotius	NA	NA	  1
Officer Of Rank In The Continental Army	NA	NA	  1
Godineau	NA	NA	  1
Friend To The Public	NA	NA	  1
Northwester, Nat	NA	NA	  1
Freeman Of Virginia	NA	NA	  1
Friend To Peace	NA	NA	  1
Friend To Order	NA	NA	  1
Norvitian	NA	NA	  1
Briton In New york	NA	NA	  1
Patriae, Philo	NA	NA	  1
Juvenis	NA	NA	  1
Sturgeon, Robert	NA	NA	  1
Western Citizen	NA	NA	  1
Columbian	NA	NA	  1
Philoleutheros Americanus	NA	NA	  1
Cunningham, Letitia	NA	NA	  1
Smith, Thomas P	NA	NA	  1
Español, En Philadelphia	NA	NA	  1
Old Covenanting And True Presbyterian Layman	NA	NA	  1
Jones, Daniel	NA	NA	  1
Whig	NA	NA	  1
Fairservice, James	NA	NA	  1
Foss, John	NA	1800	  1
Ross, Zephaniah	NA	NA	  1
Lidenius, John Abraham	NA	NA	  1
Delaire, Jas	NA	NA	  1
Cruse, Englehart	NA	NA	  1
Continental Soldier	NA	NA	  1
Rocque, La	NA	NA	  1
Koffler, John Frederick	NA	NA	  1
Jenks, William	NA	NA	  1
Junior, Joyce	NA	NA	  1
Jones, Benjamin	1754	NA	  1
Jenkins, Griffin	NA	NA	  1
Claggett, William	NA	NA	  1
Cincinnatus, Lucius Quintius	NA	NA	  1
Centinel	NA	NA	  1
Fox, William	NA	NA	  1
Farnham, Benjamin	NA	NA	  1
Ehrlicher Deutscher	NA	NA	  1
Banks, John	NA	1784	  1
Walden, Isaac	NA	NA	  1
Henderson, Richard	NA	NA	  1
Regiment, Officer	NA	NA	  1
Sober Citizen	NA	NA	  1
Snyder, G W	NA	NA	  1
Tatem, William	NA	NA	  1
Schaffer, David	NA	NA	  1
Scaevola	NA	NA	  1
Thurman, Ralph	NA	NA	  1
Rusticus	NA	NA	  1
Scudder, William	1747	NA	  1
Scourge, Humphrey	NA	NA	  1
Antidespot	NA	NA	  1
Bond, Benjamin	NA	NA	  1
Roscommon	NA	NA	  1
Simmons, James	NA	NA	  1
Teutscher Bauers-mann, In Pensylvanien	NA	NA	  1
Cassius	NA	NA	  1
Pinto, Joseph Yesurun	1729	NA	  1
Robinson, Nathaniel	NA	NA	  1
Robertson, Alexander	NA	NA	  1
Philodemus	NA	NA	  1
Philanthropy	NA	NA	  1
Redick, John	NA	NA	  1
Philadelphian	NA	NA	  1
Ricard, N X	NA	NA	  1
Inhabitant Of Said Parish	NA	NA	  1
American Woman	NA	NA	  1
Davies, Benjamin	NA	NA	  1
Batwell, Daniel	NA	NA	  1
Old Soldier	NA	NA	  1
Harding, Ralph	NA	NA	  1
Forrest, Michael	NA	NA	  1
Tryon county Freeholder	NA	NA	  1
Farmer In The County Of Worcester	NA	NA	  1
Martin, Daniel	NA	NA	  1
Murray, Mary Lindley	NA	NA	  1
Ferne, Charles	NA	NA	  1
Nestor	NA	NA	  1
Middleton, Peter	NA	1781	  1
Micklejohn, George	NA	NA	  1
Durham, Ebenezer	NA	NA	  1
Mare, J	NA	NA	  1
Philo Dramatis	NA	NA	  1
Davies, William	NA	1814	  1
Galerm, Jean Baptiste	NA	NA	  1
Drewe, Edward	NA	1793	  1
Motte, Douin	NA	NA	  1
Mackay, Fitzhugh	NA	NA	  1
Ziguerer, Christian	NA	NA	  1
Freeman, Mylo	NA	NA	  1
M'donald, Philip	NA	NA	  1
Old Trusty	NA	NA	  1
Demophilus	NA	NA	  1
V , Mary V	NA	NA	  1
Lendrum, John	NA	NA	  1
Mechanic Of Charlestown	NA	NA	  1
Mechanic	NA	NA	  1
Maury, James	NA	NA	  1
Moyer, John	NA	NA	  1
Sweeney, Lawrence	NA	1770	  1
Cole, Edward	NA	NA	  1
Briggs, Enos	NA	NA	  1
Son Of Freedom	NA	NA	  1
Young Lady Who Was Late A Resident In That Unhappy Town	NA	NA	  1
Wyche, William	NA	NA	  1
Phileleutheros	NA	NA	  1
Johnson, John I	NA	NA	  1
Bradford, Cornelius	NA	NA	  1
Knight	NA	1838	  1
Gentleman Of Nova scotia	NA	NA	  1
Canadien	NA	NA	  1
Bolton, Thomas	NA	1777	  1
Van Vleck, Abraham H	NA	NA	  1
Barkley, Andrew	NA	NA	  1
Military Countryman	NA	NA	  1
Wante, Charles Etienne Pierre	NA	NA	  1
Settler, Back	NA	NA	  1
White, Daniel	NA	NA	  1
Black	NA	NA	  1
Hearsey, Freeman	1773	NA	  1
Ury, John	NA	1741	  1
Fletcher, Reuben	1720	NA	  1
Randolph	NA	NA	  1
General Officer	NA	NA	  1
Member Of St P-l's	NA	NA	  1
Crispianus	NA	NA	  1
Progg, Philip	NA	NA	  1
Dawkins, Henry	NA	1786	  1
Davis, Thomas Terry	NA	1807	  1
Wells, Richard	NA	NA	  1
Generation, Aged	NA	NA	  1
African American	NA	NA	  1
Aethiopian	NA	NA	  1
Wright, John	NA	NA	  1
Trustees For Establishing The Colony Of Georgia In America	NA	NA	  1
Pennsylvanian	NA	NA	  1
Humanus	NA	NA	  1
Keatinge, George	NA	1811	  1
Traffick, Ezekiel	NA	NA	  1
Lover And Friend Of Mankind	NA	NA	  1
Contemner Of Licentiousness	NA	NA	  1
Cooksey, Richard	NA	NA	  1
Campbell	1769	NA	  1
Thomson, Thomas	1703	NA	  1
One Of The Herefordshire Yeomanry	NA	NA	  1
Grundy, John	1797	NA	  1
Macleod, Allan	NA	1805	  1
Author Of Royal Perseverance	NA	NA	  1
Paris, John	1683	NA	  1
Shilock	NA	NA	  1
African Merchant	NA	NA	  1
Verelst, Harry	NA	1785	  1
Auteur Du Poëme De Souza Et D'eléonore	NA	NA	  1
Philips, John	1674	NA	  1
Rouse-boughton, Charles William	NA	1821	  1
Annesley, Alexander	NA	1813	  1
Clagett, Nicholas	NA	1746	  1
Philadelphus Theophilus	NA	NA	  1
Lover Of King George	NA	NA	  1
Scholes, John	1794	NA	  1
Paxton, Peter	NA	1711	  1
One Who Lived In All Those Times	NA	NA	  1
Towgood, Matthew	NA	1757	  1
Woolsey, Robert	NA	NA	  1
Spanaugle, John	NA	NA	  1
Nickolls, Robert Boucher	NA	NA	  1
Young, W A	NA	NA	  1
Haggitt, John	1794	NA	  1
Boothe, Nathaniel	1662	NA	  1
One Who Feels Himself A Patriot	NA	NA	  1
Muttukrishna	NA	NA	  1
Black, John	NA	NA	  1
Britanno hibernus	NA	NA	  1
Cook, James	NA	NA	  1
Vesey, Agmondisham	NA	NA	  1
Norris, Robert	NA	1791	  1
One Of The Barbarous Blockheads Of The Lowest Mob	NA	NA	  1
Old Member Of Parliament	NA	NA	  1
Stanhope, Myles	NA	NA	  1
Moses	NA	NA	  1
Soulès, François	NA	NA	  1
Morins, Richard De	NA	1242	  1
Howgrave, Francis	NA	NA	  1
French Nobleman	NA	NA	  1
Lally Tollendal, Thomas Arthur De	NA	NA	  1
Farmer, J	NA	NA	  1
Fuller, John	NA	1825	  1
Neve, Philip	NA	NA	  1
Taylor, John	NA	1808	  1
Galfridus	NA	NA	  1
Walter	NA	NA	  1
Drake, Peter	1671	NA	  1
Phileleutherus	NA	NA	  1
Watkins, John	NA	NA	  1
Stone, Thomas	NA	1815	  1
Callimachus	NA	NA	  1
Elias	NA	NA	  1
Clendon, John	NA	1719	  1
Concanen, Matthew	1795	NA	  1
Labadie	NA	NA	  1
Beaugé, Jean De	NA	NA	  1
Woodcock, John	NA	NA	  1
Friend Of The Speaker's	NA	NA	  1
Sliford, William	NA	NA	  1
Cunningham, Alexander	NA	NA	  1
Stevenson, Andrew	NA	NA	  1
Macleod, Donald	NA	NA	  1
Gardner, Thomas	NA	NA	  1
Gascoigne, Richard	NA	1716	  1
Officer Late In The Company's Service In Bengal	NA	NA	  1
Hughes, Michael	NA	NA	  1
Triveth, Nicolaus	NA	NA	  1
Aristotle	NA	NA	  1
Rudd, Sayer	NA	1757	  1
Murray, Henry	1761	NA	  1
Dicey, Thomas	NA	NA	  1
Timberlake, Henry	NA	1765	  1
Villette	NA	NA	  1
Webb, William	NA	NA	  1
Milward, Samuel	1662	NA	  1
Faget, Gautier	NA	NA	  1
Kirk, Robert	NA	NA	  1
Nimmo, William	NA	NA	  1
Oswald, John	NA	1793	  1
Dunbar, James	NA	1798	  1
Poulter, E	NA	NA	  1
Kingsbury, Benjamin	NA	NA	  1
Roach, John	1796	NA	  1
Wetherall, John	NA	NA	  1
Officer Of The Naval Army Of France	NA	NA	  1
Rooke, Henry	NA	NA	  1
Plato	NA	NA	  1
Mahomet, Sake Deen	NA	NA	  1
O'flattery, Patrick	NA	NA	  1
Saunders, Samuel	NA	NA	  1
Hearn, Thomas	NA	NA	  1
M L D **	NA	NA	  1
Moore, Francis	NA	NA	  1
Italianite, Ante	NA	NA	  1
Friend To Tè English Constitution	NA	NA	  1
Hypodidascalus	NA	NA	  1
Guyon	NA	NA	  1
Busnot, Dominique	NA	NA	  1
Bruges	NA	NA	  1
Native	NA	NA	  1
Gibson, John	NA	1787	  1
Milliken, John	NA	NA	  1
Telltruth Jonathan	NA	NA	  1
Gentleman Of T c d	NA	NA	  1
Stone, W	NA	NA	  1
Wooler, John	1772	NA	  1
Cyprian	NA	NA	  1
Curioni, Antonio	NA	NA	  1
Young, Mary Julia	NA	NA	  1
Naismith, John	NA	NA	  1
Fellows, John	NA	1785	  1
Lumley, George	NA	1739	  1
Meirs, John	NA	NA	  1
Manwaring, Edward	NA	NA	  1
Manufacturer	NA	NA	  1
Manton, Thomas	NA	NA	  1
Témoin Oculaire	NA	NA	  1
Philopat	NA	NA	  1
Fry, Thomas	NA	1769	  1
Withy, N	NA	NA	  1
Goulon, Louis	1640	NA	  1
Symson, David	NA	NA	  1
Pigott, Charles	NA	1794	  1
Civilian At Vienna	NA	NA	  1
Baird, John	NA	1804	  1
Lieutenant Of A Man Of War	NA	NA	  1
Swedish Officer	NA	NA	  1
Disinterested Hand	NA	NA	  1
Sketchley, William	NA	NA	  1
Ridgway, James	NA	NA	  1
Winlaw, William	NA	NA	  1
Hall, R	1654	NA	  1
Colcott, George	NA	NA	  1
Stobo, Robert	1727	NA	  1
M'farlan, John	NA	NA	  1
Parker, Benjamin	NA	1747	  1
Blennerhassett, William	NA	NA	  1
Ross, Alexander	NA	NA	  1
Venner, Samuel	NA	NA	  1
Bickerstaff, Isaac	NA	NA	  1
Villette, John	NA	1799	  1
Heiss	NA	1688	  1
Greene, John	NA	NA	  1
Hudson, Thomas	1765	NA	  1
La Bintinaie, Agathon Marie René De	NA	NA	  1
Blair	NA	NA	  1
Graves, John	NA	NA	  1
Krusinśki, Judas Thaddaeus	NA	NA	  1
Tytler, James	NA	NA	  1
Jones, Lewis Tobias	NA	NA	  1
Gentleman Of The Royal Navy	NA	NA	  1
Monk Of The Order Of St Francis	NA	NA	  1
Heliodorus	NA	NA	  1
Schinner, Mathäus	NA	1552	  1
One Who Is Disinterested	NA	NA	  1
Burton, Philip	NA	1792	  1
St⁰ahlberg, Georg Georgson	NA	NA	  1
Deschamps, Michel	NA	NA	  1
Bannes, Louise Françoise De Houssay De	NA	NA	  1
Seymour, Edward	1764	NA	  1
Francia, Francis	NA	NA	  1
Randal, Thomas	NA	NA	  1
Hall, Jacob	NA	NA	  1
Gordon, John	NA	NA	  1
Coudray, Du	1744	NA	  1
Warburton, John	NA	NA	  1
Neale, Hannah	NA	NA	  1
Officer At New Orleans	NA	NA	  1
De Saumarez, Henry	1655	NA	  1
Blair, John	NA	1782	  1
Denis, Jean-baptiste	1676	NA	  1
Rolle, Denys	NA	1797	  1
Raitt, James	NA	1777	  1
Tily, Joseph	NA	NA	  1
Beckford, William	NA	1799	  1
Borghese, Antonio D R	NA	NA	  1
Schofield, James	NA	1798	  1
Turner, David	NA	NA	  1
Brantôme, Pierre De Bourdeille	NA	1614	  1
Orem, William	NA	NA	  1
Vertaul	NA	NA	  1
O'keeffe, J A	NA	NA	  1
Hodge, John	NA	1767	  1
Proctor, William	NA	NA	  1
Bunch	NA	NA	  1
Krusínski, Judas Thaddaeus	NA	NA	  1
Scherer, Jean Benoı̂t	1741	NA	  1
Campbell, Donald	NA	NA	  1
Gentleman Who Made The Tour Of Europe	NA	NA	  1
Proprietor, Landed	NA	NA	  1
Wise, Thomas Turner	NA	NA	  1
Jung, Philippe	NA	NA	  1
Ferguson, C	NA	NA	  1
Roger	NA	NA	  1
Stewart, George	1787	NA	  1
Grattan, James	NA	1766	  1
Bethel, Isaac Burke	NA	NA	  1
Polignac, Diane	NA	NA	  1
Torre, La	NA	NA	  1
Pyrrhys	NA	NA	  1
Observer, Impartial	NA	NA	  1
Oldbottom, Obadiah	NA	NA	  1
Archdall, N	NA	NA	  1
Short, J	NA	NA	  1
Raimbert, M	NA	NA	  1
M D J S U	NA	NA	  1
W E B J	NA	NA	  1
Hicks, Francis	NA	NA	  1
Convenent, J	NA	NA	  1
Emigrant Of Distinction	NA	NA	  1
Grimani	NA	NA	  1
Cantabrigiensis	NA	NA	  1
Cobbe, Richard	NA	NA	  1
Hart, Edward	1672	NA	  1
Candor	NA	NA	  1
Kent, John	1785	NA	  1
Dennett, R	NA	NA	  1
Philolutherus	NA	NA	  1
Wheelock, Matthew	NA	NA	  1
Macaulay, Alexander	NA	1766	  1
Lloyd, Thomas Augustus	NA	NA	  1
Spencer, George William	NA	NA	  1
Student Of Oxford	NA	NA	  1
Venault De Charmilly, P F	NA	NA	  1
Smart, John	NA	NA	  1
Moodie, John	NA	NA	  1
Salmond, James	NA	NA	  1
Heckford, William	NA	NA	  1
Franklin, J	NA	NA	  1
North Briton	NA	NA	  1
Pittman, Philip	NA	NA	  1
Diot, H E	NA	NA	  1
Shaw, James	1786	NA	  1
Downing, Clement	NA	NA	  1
Sparrow, Samuel	NA	1776	  1
Louvreleul, Jean-baptiste	1660	NA	  1
Gradin, Arvid	NA	NA	  1
Clifton, Francis	NA	1736	  1
Bowden, John	NA	1750	  1
Upton, Catharine	NA	NA	  1
Sussex Farmer	NA	NA	  1
Croft, R	NA	NA	  1
Eveleigh, Josiah	NA	1736	  1
Cowley, Charlotte	NA	NA	  1
Kirkpatrick, Robert	NA	NA	  1
Charlotte, Sophia	NA	NA	  1
Allāh, Salīm	NA	NA	  1
Bulkeley, Benjamin	1688	NA	  1
Dawes, M	NA	1829	  1
Punderson, Ebenezer	NA	NA	  1
Caddel, Robert	NA	NA	  1
T S O R	NA	NA	  1
Rutherfurd, John	NA	NA	  1
Rouire, Jean	NA	NA	  1
Cobbold, John Spencer	NA	NA	  1
Newcome, Susanna	NA	NA	  1
Pitt, Thomas	NA	1760	  1
Murry, Ann	NA	NA	  1
Stacpoole, George	NA	NA	  1
Cincinnatus	NA	NA	  1
Fowler, John	1774	NA	  1
Proprietor Of The Authentic Papers	NA	NA	  1
Gutheridge, James	NA	NA	  1
