original	polished	Count
printed by C. Macrae, Orange Street, Leicester Square.	printed by C. Macrae, Orange Street, Leicester Square	 1
printed for J. Hoey senior, P. Wilson, S. Cotter, W. Sleater, J. Potts, S. Watson, J. Hoey jun. J. Williams, and J. Sheppard, Booksellers.	printed for J. Hoey senior, P. Wilson, S. Cotter, W. Sleater, J. Potts, S. Watson, J. Hoey jun. J. Williams, and J. Sheppard, Booksellers	 1
printed by J. Heptinstall for E. Smith, and are to be sold by Rich. Wilkin at the King's-Head in St. Paul's Church-Yard.	printed by J. Heptinstall for E. Smith, and are to be sold by Rich. Wilkin at the King's-Head in St. Paul's Church-Yard	 1
printed for W. Otridge and Son; R. Faulder; J. Cuthell; R. Lea; Ogilvy and Son; J. Nunn; J. Walker; E. Jeffrey; Lackington, Allen, and Co.; and Vernor and Hood.	printed for W. Otridge and Son; R. Faulder; J. Cuthell; R. Lea; Ogilvy and Son; J. Nunn; J. Walker; E. Jeffrey; Lackington, Allen, and Co.; and Vernor and Hood	 1
London, printed: and Dublin re-printed and sold by E. Rider in George's-Lane.	London, printed: and Dublin re-printed and sold by E. Rider in George's-Lane	 1
printed for J. Clark, T. Hatchet, E. Symon at the Royal Exchange; J. Gray, in the Poultry; C. Rivington, in St. Paul's Church-Yard; J. Osborne, in Pater-Noster-Row; W. Innys and R. Manby, in Ludgate-Street; A. Millar, against St. Clement's Church in the Strand; J. Jackson, H. James's; J. Brindley, in New Bond-Street; and O Payne, in Round-Court.	printed for J. Clark, T. Hatchet, E. Symon at the Royal Exchange; J. Gray, in the Poultry; C. Rivington, in St. Paul's Church-Yard; J. Osborne, in Pater-Noster-Row; W. Innys and R. Manby, in Ludgate-Street; A. Millar, against St. Clement's Church in the Strand; J. Jackson, H. James's; J. Brindley, in New Bond-Street; and O Payne, in Round-Court	 1
printed for John Clarke under the Royal Exchange, Cornhill.	printed for John Clarke under the Royal Exchange, Cornhill	 1
printed for J. Walthoe Sen. R. Vincent Sen. J. and J. Knapton, R. Knaplock, J. Roberts, J. Darby, S. Buckley, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, B. Lintot, R. Gosling, W. Mears, B. Sprint, J. Tonson, W. Innys, J. Osborn and T. Longman, T. Woodward, R. Robinson, T. Saunders, B. Motte, J. Walthoe Jun. C. King, F. Clay, W. Battersby, J. Batley, T. Cox, J. Peele, E. Symon, S. Noble, R. Williamson, T. Wotton, D. Browne, B. Creake, J. Clarke, R. Hett, T. Osborne, L. Gilliver, J. Stagg.	printed for J. Walthoe Sen. R. Vincent Sen. J. and J. Knapton, R. Knaplock, J. Roberts, J. Darby, S. Buckley, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, B. Lintot, R. Gosling, W. Mears, B. Sprint, J. Tonson, W. Innys, J. Osborn and T. Longman, T. Woodward, R. Robinson, T. Saunders, B. Motte, J. Walthoe Jun. C. King, F. Clay, W. Battersby, J. Batley, T. Cox, J. Peele, E. Symon, S. Noble, R. Williamson, T. Wotton, D. Browne, B. Creake, J. Clarke, R. Hett, T. Osborne, L. Gilliver, J. Stagg	 1
E. Grigg, typ.	E. Grigg, typ	 1
printed for J. Walthoe, M. Wootton, G. Conyers, J. Nicholson, J. Sprint, D. Midwinter, T. Ballard, B. Cowse, and W. Innys.	printed for J. Walthoe, M. Wootton, G. Conyers, J. Nicholson, J. Sprint, D. Midwinter, T. Ballard, B. Cowse, and W. Innys	 1
printed for the consideration of the Board, by W. Bulmer and Co.	printed for the consideration of the Board, by W. Bulmer and Co	 1
London: printed, and re-printed in Dublin for R. Gunne, &c.	London: printed, and re-printed in Dublin for R. Gunne, &c	 1
printed for the author, and sold by J. French, Bookseller, No. 164, Fenchurch-Street, by the booksellers near the Royal Exchange, Pater-Noster-Row, Fleet-Street, &c. &c. &c.	printed for the author, and sold by J. French, Bookseller, No. 164, Fenchurch-Street, by the booksellers near the Royal Exchange, Pater-Noster-Row, Fleet-Street, &c. &c. &c	 1
printed by J. Archdeacon Printer to the University; for J. & J. Merrill, in Cambridge; T. Cadell, in the Strand, B. White & Son, in Fleetstreet, T. Payne & Son, at the Mews Gate, R. Faulder, in New Bondstreet, G. & T. Wilkie, in St. Paul's Churchyard, and J. Evans, in Paternoster Row, London.	printed by J. Archdeacon Printer to the University; for J. & J. Merrill, in Cambridge; T. Cadell, in the Strand, B. White & Son, in Fleetstreet, T. Payne & Son, at the Mews Gate, R. Faulder, in New Bondstreet, G. & T. Wilkie, in St. Paul's Churchyard, and J. Evans, in Paternoster Row, London	 1
ex officinâ Thomæ et Gulielmi Spilsbury. Et veneunt apud J. Deighton; J. et J. Merrill, Cantab. et J. Fletcher, Oxon.	ex officinâ Thomæ et Gulielmi Spilsbury. Et veneunt apud J. Deighton; J. et J. Merrill, Cantab. et J. Fletcher, Oxon	 1
printed for S. and E. Ballard, J. Clarke, D. Browne, C. Hitch and L. Hawes, A. Millar, J. Pote, C. Bathurst, B. Barker, T. Payne, T. Waller, W. Johnston, S. Crowder, T. Longman, P. Davey and B. Law, C. Corbet, and P. Brindley.	printed for S. and E. Ballard, J. Clarke, D. Browne, C. Hitch and L. Hawes, A. Millar, J. Pote, C. Bathurst, B. Barker, T. Payne, T. Waller, W. Johnston, S. Crowder, T. Longman, P. Davey and B. Law, C. Corbet, and P. Brindley	 1
printed by R. Cruttwell; and sold by Mr. Wallis, Ludgate-Street, London; at Bull and Hensley's, and at the other libraries in Bath, &c. &c.	printed by R. Cruttwell; and sold by Mr. Wallis, Ludgate-Street, London; at Bull and Hensley's, and at the other libraries in Bath, &c. &c	 1
printed for F. and J. Noble, at their respective circulating libraries near Middle-Row, Holborn, and St. Martin's Court, near Leicester-Square.	printed for F. and J. Noble, at their respective circulating libraries near Middle-Row, Holborn, and St. Martin's Court, near Leicester-Square	 1
In the Savoy, printed by Eliz. Nutt, (executrix of J. Nutt, assignee of Edward Sayer, Esq;) for J. Walthoe; and J. Walthoe, jun.	In the Savoy, printed by Eliz. Nutt, (executrix of J. Nutt, assignee of Edward Sayer, Esq;) for J. Walthoe; and J. Walthoe, jun	 1
printed for J. Brindley, Bookseller to his Late Royal Highness the Prince of Wales, in New Bond-Street: and sold by Messieurs Birt, Hitch, Ware, Rivington, Cox, Baldwin, and Cooper, near St. Paul's; J. Hodges, on London-Bridge; Mess. Whiston and White, in Fleet-Street; Messieurs Brotherton, Meadows, Blackston, Ward, and Bourn, at the Royal Exchange; and by all the most noted Booksellers of Great Britain, and Ireland.	printed for J. Brindley, Bookseller to his Late Royal Highness the Prince of Wales, in New Bond-Street: and sold by Messieurs Birt, Hitch, Ware, Rivington, Cox, Baldwin, and Cooper, near St. Paul's; J. Hodges, on London-Bridge; Mess. Whiston and White, in Fleet-Street; Messieurs Brotherton, Meadows, Blackston, Ward, and Bourn, at the Royal Exchange; and by all the most noted Booksellers of Great Britain, and Ireland	 1
printed for S. Price, B. Corcoran, W. Sleater, W. Whitestone, R. Cross, W. Watson, J. Hoey, J. Potts, F. Smith, J. Williams, W. Colles, W. Wilson, T. Walker, C. Jenkin, E. Cross, R. Moncriefff[sic], G. Burnett, M. Mills, W. Spotswood, G. Bonham, J. Mehain, S. Colbert, J. Beatty, C. Talbot, and J. Exshaw.	printed for S. Price, B. Corcoran, W. Sleater, W. Whitestone, R. Cross, W. Watson, J. Hoey, J. Potts, F. Smith, J. Williams, W. Colles, W. Wilson, T. Walker, C. Jenkin, E. Cross, R. Moncriefff[sic], G. Burnett, M. Mills, W. Spotswood, G. Bonham, J. Mehain, S. Colbert, J. Beatty, C. Talbot, and J. Exshaw	 1
Argraphwyd yny Mwythig gan John Rhydderch tros D. J.	Argraphwyd yny Mwythig gan John Rhydderch tros D. J	 1
printed by W. Harrison & Co.	printed by W. Harrison & Co	 1
printed for W. Griffin, T. Lownds, W. Nicoll and Becket and De Hondt. P. 1s.	printed for W. Griffin, T. Lownds, W. Nicoll and Becket and De Hondt. P. 1s	 1
typis J. Watts. A.D.	typis J. Watts. A.D	 1
printed by G. White for F. Hildyard, and are to be sold by W. Taylor in Pater-Noster-Row, and T. Ward in Inner Temple-Lane,, London.	printed by G. White for F. Hildyard, and are to be sold by W. Taylor in Pater-Noster-Row, and T. Ward in Inner Temple-Lane,, London	 1
printed for J. Brotherton, J. Hazard, W. Meadows, T. Cox, W. Hinchliffe, W. Bickerton, T. Astley, S. Austen, L. Gilliver, and R. Willock.	printed for J. Brotherton, J. Hazard, W. Meadows, T. Cox, W. Hinchliffe, W. Bickerton, T. Astley, S. Austen, L. Gilliver, and R. Willock	 1
excudebat Leon. Lichfield, impensis Ant. Peisley Bibliopolae Oxoniensis, & J. Churchill, J. Knapton, W. Taylor, H. Clements, W. Meadows, J. Morphew, Bibliop. Londin.	excudebat Leon. Lichfield, impensis Ant. Peisley Bibliopolae Oxoniensis, & J. Churchill, J. Knapton, W. Taylor, H. Clements, W. Meadows, J. Morphew, Bibliop. Londin	 1
printed for S. Price, Chamberlaine, Whitestone, W. Watson, Potts, Williams, Colles, Hoey, Spotswood, Burnet, Moncrieffe, Walker, Jenkin, Beatty, Hillary, Talbot, White, Exshaw, and Higly.	printed for S. Price, Chamberlaine, Whitestone, W. Watson, Potts, Williams, Colles, Hoey, Spotswood, Burnet, Moncrieffe, Walker, Jenkin, Beatty, Hillary, Talbot, White, Exshaw, and Higly	 1
printed for J. and J. Knapton, G. Strahan, S. Ballard, F. Clay, D. Brown, B. Motts and R. Williamson.	printed for J. and J. Knapton, G. Strahan, S. Ballard, F. Clay, D. Brown, B. Motts and R. Williamson	 1
printed for C. Hitch and L. Hawes, H. Woodfall, J. Rivington, J. Newbery, R. Baldwin, W. Johnston, J. Richardson, S. Crowder and Co. B. Law and Co. T. Caslon, R. Withy, and M. Cooper.	printed for C. Hitch and L. Hawes, H. Woodfall, J. Rivington, J. Newbery, R. Baldwin, W. Johnston, J. Richardson, S. Crowder and Co. B. Law and Co. T. Caslon, R. Withy, and M. Cooper	 1
printed for W. Johnston in Ludgate-Street; H. Woodfall, J. Hinton, R. Baldwin, W. Strahan, J. Richardson, B. Law, S. Crowder, J. and T. Pote, and W. Nicholl.	printed for W. Johnston in Ludgate-Street; H. Woodfall, J. Hinton, R. Baldwin, W. Strahan, J. Richardson, B. Law, S. Crowder, J. and T. Pote, and W. Nicholl	 1
printed for J.J. and P. Knapton, R. Knaplock, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, B. Sprint, J. Osborn and T. Longman, J. Brotherton, R. Ford, and J. Clarke.	printed for J.J. and P. Knapton, R. Knaplock, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, B. Sprint, J. Osborn and T. Longman, J. Brotherton, R. Ford, and J. Clarke	 1
printed by Cooper and Graham, for the author.	printed by Cooper and Graham, for the author	 1
printed by Cooper and Graham, a second time.	printed by Cooper and Graham, a second time	 1
prentit liorish Juan Ware as e Vac.	prentit liorish Juan Ware as e Vac	 1
Imprimé, pour l'auteur, par T. Baylis, Greville-Street, Holborn.	Imprimé, pour l'auteur, par T. Baylis, Greville-Street, Holborn	 1
printed for J. Rivington, T. Longman, T. Lowndes, S. Caslon, C. Corbett, S. Bladon, W. Nicoll, T. Evans, and M. Waller.	printed for J. Rivington, T. Longman, T. Lowndes, S. Caslon, C. Corbett, S. Bladon, W. Nicoll, T. Evans, and M. Waller	 1
printed by R. Edwards, for the author; and sold by the principal booksellers in London, Bristol, Portsmouth, Liverpool, &c.	printed by R. Edwards, for the author; and sold by the principal booksellers in London, Bristol, Portsmouth, Liverpool, &c	 1
Excudebat D. Kinnier, typographus Readingensis. Anno Dom.	Excudebat D. Kinnier, typographus Readingensis. Anno Dom	 1
printed for the author, and sold by the booksellers of London and Westminster....	printed for the author, and sold by the booksellers of London and Westminster	 1
impensis W. Innes & J. Richardson, R. Ware, C. Hitch & L. Hawes, J. Hodges, J. Ward, M. & T. Longman, & P. Davey & B. Law.	impensis W. Innes & J. Richardson, R. Ware, C. Hitch & L. Hawes, J. Hodges, J. Ward, M. & T. Longman, & P. Davey & B. Law	 1
printed, and sold by J. Roberts in Warwick-Lane.	printed, and sold by J. Roberts in Warwick-Lane	 1
printed for Richard Hett at the Bible and Crown in the Poultry; and sold by E. Matthews and D. Farmer at the Bible in Pater-Noster Row.	printed for Richard Hett at the Bible and Crown in the Poultry; and sold by E. Matthews and D. Farmer at the Bible in Pater-Noster Row	 1
printed for W. Wilson, J. Exshaw, H. Saunders, H. Bradley, W. Sleater, D. Chamberlaine, J. Potts, J. Williams, W. Colles, R. Moncrieffe, J. Porter, and T. Walker.	printed for W. Wilson, J. Exshaw, H. Saunders, H. Bradley, W. Sleater, D. Chamberlaine, J. Potts, J. Williams, W. Colles, R. Moncrieffe, J. Porter, and T. Walker	 1
printed and sold by T. N. Longman, No. 39, Pater-Noster-Row; Nicholson, Cambridge; J. Tymbs, W. Smart, E. Andrews, and T. Baskerfield, Worcester; T. Smart, Wolverhampton; P. Sandford, J. Evans, and J. and W. Eddowes, Shrewsbury, &c. &c.	printed and sold by T. N. Longman, No. 39, Pater-Noster-Row; Nicholson, Cambridge; J. Tymbs, W. Smart, E. Andrews, and T. Baskerfield, Worcester; T. Smart, Wolverhampton; P. Sandford, J. Evans, and J. and W. Eddowes, Shrewsbury, &c. &c	 1
printed by and for S. Hazard; and for J. Deighton, No. 325. Opposite Gray's-Inn, Holborn. Sold also by Robinsons, Pater-Noster-Row; Vernor and Hood, Birchin-Lane; Dilly, Poultry; Matthews, Strand; Parsons, and Symonds, Pater-Noster-Row: Mills, Browne, Bulgin and Sheppard, Bristol; and by the booksellers at Exeter, Plymouth, &c.	printed by and for S. Hazard; and for J. Deighton, No. 325. Opposite Gray's-Inn, Holborn. Sold also by Robinsons, Pater-Noster-Row; Vernor and Hood, Birchin-Lane; Dilly, Poultry; Matthews, Strand; Parsons, and Symonds, Pater-Noster-Row: Mills, Browne, Bulgin and Sheppard, Bristol; and by the booksellers at Exeter, Plymouth, &c	 1
printed for Mr. W. Monro and W. Drummond. Sold by them and other booksellers there; and by Messrs. Rivington, Longman, Astley, Hitch, Oswald; Davidson and Hodges; at London.	printed for Mr. W. Monro and W. Drummond. Sold by them and other booksellers there; and by Messrs. Rivington, Longman, Astley, Hitch, Oswald; Davidson and Hodges; at London	 1
printed by John White; and sold by W. Charnley J. Fleming, J. Barber, and R. Akenhead, Booksellers, in Newcastle; J. Richardson, and P. Sanderson, in Durham; and by the booksellers in Carlisle, Penrith, Whitehaven, Kendal, &c. &c.	printed by John White; and sold by W. Charnley J. Fleming, J. Barber, and R. Akenhead, Booksellers, in Newcastle; J. Richardson, and P. Sanderson, in Durham; and by the booksellers in Carlisle, Penrith, Whitehaven, Kendal, &c. &c	 1
printed by William Adams, 1722. Reprinted by Stewart, Ruthven, & Co.	printed by William Adams, 1722. Reprinted by Stewart, Ruthven, & Co	 1
printed for F. and C. Rivington; and sold by the booksellers in Bath, Bristol, &c.	printed for F. and C. Rivington; and sold by the booksellers in Bath, Bristol, &c	 1
Printed from the author's original manuscripts, and publish'd by Thomas Bisse, A.M. Chaplain of All-Souls-College, Oxon.	Printed from the author's original manuscripts, and publish'd by Thomas Bisse, A.M. Chaplain of All-Souls-College, Oxon	 1
printed for the author by N. Rollason, and sold by B. White and Son, Fleet-Street, London.	printed for the author by N. Rollason, and sold by B. White and Son, Fleet-Street, London	 1
printed by John Binns; and sold by J. Johnson, and J. Deighton, London; J. Deighton, Cambridge; J. Fletcher, Oxford; E. Hargrove, Knaresborough: and by the booksellers of Leeds, York, Halifax, Wakefield, Bradford, Sheffield, Pontefract, Yarm, Stockton, &c. &c.	printed by John Binns; and sold by J. Johnson, and J. Deighton, London; J. Deighton, Cambridge; J. Fletcher, Oxford; E. Hargrove, Knaresborough: and by the booksellers of Leeds, York, Halifax, Wakefield, Bradford, Sheffield, Pontefract, Yarm, Stockton, &c. &c	 1
printed May 21st, 1752, now published out of a very good design, ..	printed May 21st, 1752, now published out of a very good design,	 1
typis viduæ Johannis Reid, Anno C. N.	typis viduæ Johannis Reid, Anno C. N	 1
printed for Eliz. Pawlet at the Bible in Chancery Lane.	printed for Eliz. Pawlet at the Bible in Chancery Lane	 1
Printed anno. Dom.	Printed anno. Dom	 1
printed for J. and J. Knapton, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, W. Innys, F. Fayram and T. Hatchett J. Osborn and T. Longman, J. Pemberton, C. Rivington, F. Clay, J. Batley, and R. Hett.	printed for J. and J. Knapton, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, W. Innys, F. Fayram and T. Hatchett J. Osborn and T. Longman, J. Pemberton, C. Rivington, F. Clay, J. Batley, and R. Hett	 1
printed for J. Brotherton, J. Hazard, W. Meadows, T. Cox, W. Hinchliffe W. Bickerton, T. Astley, S. Austen, L. Gilliver, and R. Willock.	printed for J. Brotherton, J. Hazard, W. Meadows, T. Cox, W. Hinchliffe W. Bickerton, T. Astley, S. Austen, L. Gilliver, and R. Willock	 1
printed and sold by S. Hazard; sold also by G. G. J. and J. Robinson, Paternoster-Row, Dilly, in the Poultry, Cadell, and Matthews, in the Strand, and Vernor, Birchin-Lane, London; Mills, and Bulgin, Bristol; Woolmer, Exeter; Wilson and Spence, York; Prince, Oxford; Edowes, Shrewsbury, Mosely, Gainsborough, &c.	printed and sold by S. Hazard; sold also by G. G. J. and J. Robinson, Paternoster-Row, Dilly, in the Poultry, Cadell, and Matthews, in the Strand, and Vernor, Birchin-Lane, London; Mills, and Bulgin, Bristol; Woolmer, Exeter; Wilson and Spence, York; Prince, Oxford; Edowes, Shrewsbury, Mosely, Gainsborough, &c	 1
printed for J. Brotherton, J. Hazard, W. Meadows, T. Cox, W. Hinchliffe. W. Bickerton, T. Astley, S. Austen, L. Gilliver, and R. Willock.	printed for J. Brotherton, J. Hazard, W. Meadows, T. Cox, W. Hinchliffe. W. Bickerton, T. Astley, S. Austen, L. Gilliver, and R. Willock	 1
printed for the author, in Cross-Street Hatton-Garden; and are to be sold by the booksellers of London and Westminister, A.D.	printed for the author, in Cross-Street Hatton-Garden; and are to be sold by the booksellers of London and Westminister, A.D	 1
printed by John Reid. Anno dom.	printed by John Reid. Anno dom	 1
printed by A. Strahan, Printer to the Society; and to be had (gratis) at Scotch Hall, Crane Court, Fleet-Street; at the Secretary's, Bethnal Green Road; and at the author's, Gosport, Hants.	printed by A. Strahan, Printer to the Society; and to be had (gratis) at Scotch Hall, Crane Court, Fleet-Street; at the Secretary's, Bethnal Green Road; and at the author's, Gosport, Hants	 1
printed by J. Chalmers and Co. Sold by W. Creech, Edinburgh; Dunlop and Wilson, Glasgow: A. Thomson, A. Angus and Son, J. Boyle and J. Taylor, Aberdeen; J. Imlach, Banff; D. Buchanan, Montrose: and T. Cadell, London.	printed by J. Chalmers and Co. Sold by W. Creech, Edinburgh; Dunlop and Wilson, Glasgow: A. Thomson, A. Angus and Son, J. Boyle and J. Taylor, Aberdeen; J. Imlach, Banff; D. Buchanan, Montrose: and T. Cadell, London	 1
printed at the Theatre for Sam. Wilmot; and are to be sold by Messieurs Knapton, R. Knaplock, D. Midwinter, J. Wyat, and J. Astley in St Paul's Church-Yard; Messieurs Innys in Ludgate-Street, J. Crockett in Fleet-Street, W. Mears without Temple-Barr, and J. Roberts in Warwick-Lane.	printed at the Theatre for Sam. Wilmot; and are to be sold by Messieurs Knapton, R. Knaplock, D. Midwinter, J. Wyat, and J. Astley in St Paul's Church-Yard; Messieurs Innys in Ludgate-Street, J. Crockett in Fleet-Street, W. Mears without Temple-Barr, and J. Roberts in Warwick-Lane	 1
printed for the author, and sold by J. French, by the booksellers, No. 164, Fenchurch-Street, by the Booksellers near the Royal Exchange, Pater-Noster-Row, Fleet-Street, &c. &c. &c.	printed for the author, and sold by J. French, by the booksellers, No. 164, Fenchurch-Street, by the Booksellers near the Royal Exchange, Pater-Noster-Row, Fleet-Street, &c. &c. &c	 1
printed for J. Buckland, W. Strahan, J.F. and C. Rivington, T. Caslon, T. Longman, B. Law, J. Wilkie, C. Dilly, T. Cadell, R. Baldwin, W. Flexney, and S. Hayes.	printed for J. Buckland, W. Strahan, J.F. and C. Rivington, T. Caslon, T. Longman, B. Law, J. Wilkie, C. Dilly, T. Cadell, R. Baldwin, W. Flexney, and S. Hayes	 1
Sold by the author: Mr. Thomas Wills, Mr. Johnson, and Mr. Button, London; Mr Spence, York; Mr. Binns, Leeds; Mr. Smith, Sheffield; and the booksellers in Bradford, Halifax, Huddersfield, &c.	Sold by the author: Mr. Thomas Wills, Mr. Johnson, and Mr. Button, London; Mr Spence, York; Mr. Binns, Leeds; Mr. Smith, Sheffield; and the booksellers in Bradford, Halifax, Huddersfield, &c	 1
printed by J.B. for R. Bonwick, T. Goodwin, J. Walthoe, M. Wotton, S. Manship, J. Nicholson, R. Wilkin, B. Tooke, R. Smith, and T. Ward.	printed by J.B. for R. Bonwick, T. Goodwin, J. Walthoe, M. Wotton, S. Manship, J. Nicholson, R. Wilkin, B. Tooke, R. Smith, and T. Ward	 1
printed for W. Strahan, J. and F. Rivington, W. Johnston, T. Caslon, S. Crowder, B. Law, W. and J. Richardson, S. Bladon, R. Baldwin, T. Davies, T. Becket, and B. Collins.	printed for W. Strahan, J. and F. Rivington, W. Johnston, T. Caslon, S. Crowder, B. Law, W. and J. Richardson, S. Bladon, R. Baldwin, T. Davies, T. Becket, and B. Collins	 1
Si vende in Livorno presso Tommaso Masi, e Comp.	Si vende in Livorno presso Tommaso Masi, e Comp	 1
printed by J. Archdeacon Printer to the University; for T. & J. Merrill, Booksellers, in Cambridge; and sold by B. White, J. Dodsley, J. Wilkie, T. Cadell, G. Pearch, and Richardson & Co. London.	printed by J. Archdeacon Printer to the University; for T. & J. Merrill, Booksellers, in Cambridge; and sold by B. White, J. Dodsley, J. Wilkie, T. Cadell, G. Pearch, and Richardson & Co. London	 1
printed for the author, by T. Bensley; and sold by White, Fleet-Street; Faulder, Bond-Street; Bell, Oxford-Street, &c.	printed for the author, by T. Bensley; and sold by White, Fleet-Street; Faulder, Bond-Street; Bell, Oxford-Street, &c	 1
Printed (but not for publication) by Smart and Cowslade, Reading, Berks.	Printed (but not for publication) by Smart and Cowslade, Reading, Berks	 1
printed by S. Farley, for Thomas Bennet at the Half-Moon in S. Paul's Church-Yard London, and Charles Yeo in Exon.	printed by S. Farley, for Thomas Bennet at the Half-Moon in S. Paul's Church-Yard London, and Charles Yeo in Exon	 1
printed by W. Richardson: and sold by Bew, Becket, Davies, Davis [8 others in London]; and by the author at Bushey, Herts.	printed by W. Richardson: and sold by Bew, Becket, Davies, Davis [8 others in London]; and by the author at Bushey, Herts	 1
London: printed, and re-printed in Dublin, by C.C.	London: printed, and re-printed in Dublin, by C.C	 1
printed by R. Raikes; and sold by S. Bladon, in Pater-Noster Row, London; also, by the booksellers in the country, and the Distributors of the several News-Papers, &c. &c.	printed by R. Raikes; and sold by S. Bladon, in Pater-Noster Row, London; also, by the booksellers in the country, and the Distributors of the several News-Papers, &c. &c	 1
printed for Charles Boydel and Co.	printed for Charles Boydel and Co	 1
printed by H. Reynell, No. 21, Piccadilly; and sold by Almon, Piccadilly; Becket, Adelphi; Bew, Pater-Noster-Row; Dodsley Pall-Mall; Donaldson, Corner of St. Paul's Church-Yard; Davis, Piccadilly; Davis, Ludgate-Hill; Faulder, New-Bond-Street; Fisk's, Edward Street; Lane, Leadenhall-Street; Millan, White-Hall; Riley, Curzon-Street; Urqubart and Richardson, Royal-Exchange; and Walter, Charing-Cross.	printed by H. Reynell, No. 21, Piccadilly; and sold by Almon, Piccadilly; Becket, Adelphi; Bew, Pater-Noster-Row; Dodsley Pall-Mall; Donaldson, Corner of St. Paul's Church-Yard; Davis, Piccadilly; Davis, Ludgate-Hill; Faulder, New-Bond-Street; Fisk's, Edward Street; Lane, Leadenhall-Street; Millan, White-Hall; Riley, Curzon-Street; Urqubart and Richardson, Royal-Exchange; and Walter, Charing-Cross	 1
printed by W. Strahan and M. Woodfall, Law-Printers to his Majesty: for C. Bathurst W. Strahan, J. F. and C. Rivington, P. Uriel, W. Owen, B. Law, B. White, T. Caslon, T. Longman, W. Stuart, W. Flexney, T. Payne, T. Cadell, G. Robinson, W. Cater, W. Fox, J. White, J. Johnson, E. Brooke, and T. Whieldon and Co.	printed by W. Strahan and M. Woodfall, Law-Printers to his Majesty: for C. Bathurst W. Strahan, J. F. and C. Rivington, P. Uriel, W. Owen, B. Law, B. White, T. Caslon, T. Longman, W. Stuart, W. Flexney, T. Payne, T. Cadell, G. Robinson, W. Cater, W. Fox, J. White, J. Johnson, E. Brooke, and T. Whieldon and Co	 1
printed by W. Strahan, and M. Woodfall, Law-Printers to the King's Most Excellent Majesty. for J. Whiston, J. Beecroft, W. Strahan, W. Johnston, J. Rivington, L. Hawes, T. Longman, B. Law, P. Uriel, T. Caslon, S. Crowder, W. Owen, T. Payne, B. White, J. Johnson, T. Pote, Z. Stuart, W. Flexney, W. Nicholl, T. Lowndes, J. Robinson, T. Cadell, B. Tovey, and R. Baldwin.	printed by W. Strahan, and M. Woodfall, Law-Printers to the King's Most Excellent Majesty. for J. Whiston, J. Beecroft, W. Strahan, W. Johnston, J. Rivington, L. Hawes, T. Longman, B. Law, P. Uriel, T. Caslon, S. Crowder, W. Owen, T. Payne, B. White, J. Johnson, T. Pote, Z. Stuart, W. Flexney, W. Nicholl, T. Lowndes, J. Robinson, T. Cadell, B. Tovey, and R. Baldwin	 1
printed for J. and R. Tonson, T. Waller, T. Longman, T. Lownds, T. Caslon, C. Corbett, W. Nicoll, and S. Bladon.	printed for J. and R. Tonson, T. Waller, T. Longman, T. Lownds, T. Caslon, C. Corbett, W. Nicoll, and S. Bladon	 1
printed: and sold by J. Brotherton, A. Bettsworth and C. Hitch, W. Innys and R. Manby, J. and P. Knapton, R. Robinson, C. Rivington, T. Longman, S. Birt, S. Austen and J. Hodges.	printed: and sold by J. Brotherton, A. Bettsworth and C. Hitch, W. Innys and R. Manby, J. and P. Knapton, R. Robinson, C. Rivington, T. Longman, S. Birt, S. Austen and J. Hodges	 1
e theatro Sheldoniano. Anno MDCCIV. Impensis Ant. Peisley, & Geor West. Bibliop.	e theatro Sheldoniano. Anno MDCCIV. Impensis Ant. Peisley, & Geor West. Bibliop	 1
printed for J. Darby, A. Bettesworth, F. Fayram, J. Osborn and T. Longman, J. Pemberton, C. Rivington, J. Hooke, F. Clay, J. Batley, and E. Symon.	printed for J. Darby, A. Bettesworth, F. Fayram, J. Osborn and T. Longman, J. Pemberton, C. Rivington, J. Hooke, F. Clay, J. Batley, and E. Symon	 1
printed for R. Francklin, C. Davis, J. Brindley, S. Birt, T. Longman, C. Hitch and L. Hawes, J. Hodges, and J. and J. Rivington.	printed for R. Francklin, C. Davis, J. Brindley, S. Birt, T. Longman, C. Hitch and L. Hawes, J. Hodges, and J. and J. Rivington	 1
printed for D. Midwinter, A. Bettesworth & C. Hitch, J. & J. Pemberton, R. Ware, T. Ward, C. Rivington, F. Clay, J. Batley and J. Wood, A. Ward, J. and P. Knapton, T. Longman, R. Hett, E. Wicksteed, and M. Downing.	printed for D. Midwinter, A. Bettesworth & C. Hitch, J. & J. Pemberton, R. Ware, T. Ward, C. Rivington, F. Clay, J. Batley and J. Wood, A. Ward, J. and P. Knapton, T. Longman, R. Hett, E. Wicksteed, and M. Downing	 1
printed for S. Ballard, S. Birt, R. Ware, J. Clarke, D. Brown, C. Hitch and L. Hawes, A. Millar, J. Hodges, J. and R. Tonson and S. Draper, E. Comyns, and A. Strahan.	printed for S. Ballard, S. Birt, R. Ware, J. Clarke, D. Brown, C. Hitch and L. Hawes, A. Millar, J. Hodges, J. and R. Tonson and S. Draper, E. Comyns, and A. Strahan	 1
